artist,name,quote_ap,quote_error_ap,quote_model_ap,quote_billboard,quote_error_billboard,quote_model_billboard,quote_buzzfeed,quote_error_buzzfeed,quote_model_buzzfeed,quote_error_nyt_caramanica,quote_model_nyt_caramanica,quote_nyt_caramanica,quote_complex,quote_error_complex,quote_model_complex,quote_consequence,quote_error_consequence,quote_model_consequence,quote_crack,quote_error_crack,quote_model_crack,quote_dazed,quote_error_dazed,quote_model_dazed,quote_elle,quote_error_elle,quote_model_elle,quote_ew,quote_error_ew,quote_model_ew,quote_fader,quote_error_fader,quote_model_fader,quote_guardian,quote_error_guardian,quote_model_guardian,quote_indep,quote_error_indep,quote_model_indep,quote_latimes,quote_error_latimes,quote_model_latimes,quote_nme,quote_error_nme,quote_model_nme,quote_npr125,quote_error_npr125,quote_model_npr125,quote_npr25,quote_error_npr25,quote_model_npr25,quote_paste,quote_error_paste,quote_model_paste,quote_pitchfork,quote_error_pitchfork,quote_model_pitchfork,quote_quietus,quote_error_quietus,quote_model_quietus,quote_rs,quote_error_rs,quote_model_rs,quote_slant,quote_error_slant,quote_model_slant,quote_stereogum,quote_error_stereogum,quote_model_stereogum,quote_error_rough_trade,quote_model_rough_trade,quote_rough_trade,quote_usatoday,quote_error_usatoday,quote_model_usatoday,quote_variety,quote_error_variety,quote_model_variety,quote_vulture,quote_error_vulture,quote_model_vulture,quote_error_nyt_zoladz,quote_model_nyt_zoladz,quote_nyt_zoladz
Bad Bunny,NUEVAYoL,,,,"exporting a new sound to the world, by throwing genres like reggaetón and dembow into a blender to make infectious music that moves the body and stirs up the souls of Latinos across the globe",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,"encompasses the displacement, identity and resistance of the Puerto Rican people",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,the entire Puerto Rican diaspora was brought together ... by a rallying cry,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,explores his identity over a dembow rhythm that is mesmerizing in its repetition,,claude-haiku-4-5-20251001,the sensitive combination of old-school salsa and contemporary reggaeton allowed for a spirited showcase,,claude-haiku-4-5-20251001,,,,,,
Barker,Fluid Mechanics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a gorgeously expansive, bleeding-edge vision of what electronic music can encompass",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
Barker,Reframing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pulses with a wondrous melancholia, caught in the balance between elation and despair",,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bartees Strange,Backseat Banton,,,,,,,,,,,,,,,,a fresh demonstration of genre agnosticism ... reveals the bold glory of one of modern indie's most tenacious creative spirits,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bassvictim,27a Pitfield St,,,,,,,,,,,,,,,,,,,,,,gentle vocals ... spiral into chaos as they reminisce,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bassvictim,Forever salty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this cybernetic romp has all the power of big beat and all the ethereal magic of peak Grimes,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
Bassvictim,Mr. President,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,an optimistic beat drop built on the back of some aching strings,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baxter Dury & JGrrey,Allbarone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,Prime Baxter stepping into the disco and treating us to a belter,,,,,,,,,,,,
Beach Bunny,Big Pink Bubble,,,,,,,,,,,,,,,,"stuff them down deep inside, as Beach Bunny suggests with remarkable pep",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beatrice Dillon,Basho,,,,,,,,,,,,,,,,,,,"hyperbright, rhythmic, ping-ponging pointillist clusters ... harness tensions between a frankly wild variety of sounds and styles",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"patterns never quite establish themselves, and instead appear and disappear with tantalizing rapidity",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Williams & MAE.SUN,Ballet (for the Elephant in the Room),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jazz bassist Ben Williams gives the song's parenthetical idiom a pseudo-classical, ""sort of political satire"" soundtrack",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Booker,SAME KIND OF LONELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,a gritty and potent number to make you feel all kinds of ways,,,,,,,,,,,,
Benson Boone,Mystical Magical,,,,"the gleefully absurd ""Mystical Magical,"" with its stomping keys, popping bass and cartoonish ... promises of ""moonbeam ice cream""",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Thief,Double Infinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memories of what's been and worries of what's to come encroach upon her present bliss,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Thief,Incomprehensible,,,,,,,,,,,,,,,,the percussion rumbling like tiny earthquakes leaving wrinkles on our skin,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marry the commonplace and the cosmic like a 2020s version of the Grateful Dead,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Big Thief,Los Angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a warmth tinged with regret, an understanding colored by experience ... the sweet vocal harmonies and bright layers of guitar on this track can do it for us",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,write about love in a way that feels both untouchable and familiar,,,,,,,,,,,,
Big Thief & Laraaji,Grandmother,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creates a wide-open space where big questions can land gently,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
BigXthaPlug,The Largest,,,,"treats the 1971 classic like a demolition derby, steamrolling past his haters with brute, unapologetic force",,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BigXthaPlug & Bailey Zimmerman,All The Way (feat. Bailey Zimmerman),"It's the best of both worlds: BigXthaPlug's easy intricacies and Zimmerman's warm, raspy tone.",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"takes the minor-key sullenness that defines a hefty slice of mid-'20s Nashville and adds BigX's booming voice on top, creating a guilt trip in stereo",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
"Black Country, New Road",Besties,,,,,,,,,,,,,,,,"Maintaining the creative spirit of Black Country, New Road 1.0 while completely altering the sonic approach",,claude-sonnet-4-5-20250929,,,,,,,,,,,,,,,,,,,,,,,,,"captures just about everything that makes Black Country, New Road so special ... an endearing art pop fanfare that's as emotionally generous as it is formally ambitious",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Black Country, New Road",For the Cold Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"finds Black Country, New Road transformed into a medieval troupe, performing an enchanted tale ... with a tender, winsome charm",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bladee & Yung Lean,Inferno,,,,,,,,,,,,,,,,,,,,,,a swaggering collaboration with Bladee,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blawan,NOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blawan is putting the fun back in remorseless machine funk,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,
Blawan,WTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,"A stomping alien language swathed by industrial textures, still infectiously rhythmic and funky",,,,,,,,,,,,
Blondshell,T&A,,,,,,,,,,,,,,,,"A good alternate title for this lyrical confessional could be ""Red Fucking Flags,"" given the way Blondshell describes the nameless gentlemen at its center",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the intoxication of being wanted by someone you maybe shouldn't want,,claude-haiku-4-5-20251001,,,,,,,,,,,,,the kind of song you want to scream in a crowd full of other women scorned,,claude-haiku-4-5-20251001,,,,,,
Blood Orange,Somewhere in Between,,,,,,,,,,,,,,,,"paints a raw and honest portrait of grief, tracing its echoes through time and memory",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood Orange,Vivid Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"the track is warm, propelling us forward with the very emotion he couldn't face",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blood Orange, Caroline Polachek, Lorde, & Mustafa","Mind Loaded (feat. Caroline Polachek, Lorde & Mustafa)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a pageant of string tangents, vocal shifts, and piano injections",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,"The guest list — indie-pop troubadour Caroline Polachek, earnest folkie Mustafa, and pop star Lorde — displays Hynes's gift for putting the right people together",,claude-haiku-4-5-20251001,,,
"Blood Orange, Eva Tolkin, & Liam Benzvi",Westerberg (feat. Eva Tolkin & Liam Benzvi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a dazzling pop-historical fantasy ... sounding like Scritti Politti's Green Gartside getting on his keyboard after a long night listening to Pleased to Meet Me,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
"Blood Orange, Tariq Al-Sabir, Caroline Polachek, Daniel Caesar, & The Durutti Column","The Field (feat. The Durutti Column, Tariq Al-Sabir, Caroline Polachek & Daniel Caesar)",,,,,,,,,,,,,,,,,,,,,,,,,an ethereal yet electric track about letting go,,claude-haiku-4-5-20251001,,,,,,,"Hynes makes it hang together exquisitely, like a spider's web somehow bearing the weight of too many raindrops",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,a constellation of singers working together in a masterclass of restraint,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,
Bon Iver,Everything Is Peaceful Love,,,,,,,,,,,,,,,,coasting along a synthesized wind with more than a touch of '90s R&B,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[The track is] an instant classic with warm, layered production",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bon Iver,I'll Be There,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,session work in hip-hop has made Vernon a more agile vocalist,,claude-haiku-4-5-20251001,,,
Bon Iver & Danielle Haim,If Only I Could Wait,,,,,,,,,,,,,,,,"radiant meditation on connection and love, aided by one of Danielle Haim's best verses",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not usable: too_vague,claude-sonnet-4-5-20250929,,,,,,,,,,,,,
Brandee Younger,Gadabout Season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"merges Alice Coltrane-inspired cosmic swirls with precise, pop-like bursts to boldly tip-toe around a modern framework",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandi Carlile,A Long Goodbye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,offering a lovely lesson in how fleeting life is and how much we need to seize love by the reins while we have them to grasp,,claude-haiku-4-5-20251001,,,,,,
Brandi Carlile,Church & State,,,,the 2000s have not been a fertile time for infectious protest songs — until this one,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandi Carlile,Returning To Myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a resplendent anthem of strength for those grappling with finding their sense of self amid life's external noise and chaos,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Lake & Jelly Roll,Hard Fought Hallelujah (with Jelly Roll),,,,,,,,,,,claude-haiku-4-5-20251001,Imagine salvation were a W.W.E. match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Leatherwood,Where The Bar Is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,straddles the line between bro-country and the neotraditional appeal of George Strait,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bucle Lunar,Subió El Maldito Dolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"With Eva Rojas' piercing vocals and Sebastián Lucerowsky's gloomy guitar, Bucle Lunar strikes a fine line between melancholy and defiance",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burial,Comafields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'Comafields' is a particularly beautiful exercise in imagining Susumu Yokota producing trancey post-garage,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,
CA7RIEL & Paco Amoroso,#TETAS,,,,,,,,,,,,,,,,,,,,,,,,,a cheeky commentary on the pressures of being an artist ... a smooth R&B-inspired tune that eschews structure,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lampooned cringe-y TikTok dances and boy-band schlock with a brilliantly tongue-in-cheek R&B-pop earworm,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
CA7RIEL & Paco Amoroso,EL DÍA DEL AMIGO,,,,"The funk-infused, feel-good pop tune with catchy hooks and clever lyrics speaks about the Argentine duo's real-life camaraderie",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA7RIEL & Paco Amoroso,RE FORRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"blending jazz, disco and bossa nova ... The catchy hook and dancey beats disguise the darker lyrics reflecting internalized pressures of unexpected success",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMAT,EURO-COUNTRY,,,,,,,,,,,,,,,,,,,"a powerful, offbeat spellbinder ... grieves an earlier time",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"open letter to Ireland, as she pleads for the culture she identifies with so deeply to preserve itself",,claude-haiku-4-5-20251001,"fragments herself, linguistically and musically",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMAT,Take A Sexy Picture Of Me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a multilayered examination of body image,,claude-haiku-4-5-20251001,,,,,,,"Smooth country-pop, an ear for a killer hook and an arsenal of sarcastic come-ons",,claude-haiku-4-5-20251001,"campy, vampy indictment of impossible beauty standards",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,"glittery, catchy, country-pop ... narrating tender vulnerability",,,,,,,,,,,,
CMAT,The Jamie Oliver Petrol Station,,,,,,,,,,,,,,,,why did she have to make spite sound so goddamn fun (and funny)?,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,like a light entertainer who appeals to kids and grandparents alike while hymning the horrors of confronting one's self-worth,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a spine-tingling marvel,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,
CMAT,When A Good Man Cries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a slow fiddle-fringed do-si-do that nods to her love of country, telling a rich, racked story of a breakup",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cam,Nevermine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a musical patchwork of Americana, soul and pop with some country shadings",,claude-haiku-4-5-20251001,,,,,,,,,
Cameron Winter,Drinking Age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sounds like crying on your birthday ... a flatlining realization that this is life for the time being,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Winter,Love Takes Miles,,,,"the wheezes and gurgles of Winter's guttural tone push upward, toward a surprisingly heartfelt hook",,claude-haiku-4-5-20251001,,,,,,,,,,"sounds like the effervescent, anxious, manic spirit that comes alongside overwhelming love",,claude-haiku-4-5-20251001,,,,,,,,,,a groovy piano-parlor ditty with a handclappy beat and cinematic strings,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,made a solo debut that sounds like he's a hundred years in,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,claude-haiku-4-5-20251001,"it's sweet, insightful, and makes me cry every time",,,,combines jazzy instrumentals reminiscent of Vince Guaraldi with a simple yet profound message,,claude-haiku-4-5-20251001,,,,,,
Car Seat Headrest,Gethsemane,,,,,,,,,,,,,,,,"[Will Toledo] rocking, sprawling, and packing obtuse-yet-emotionally-evocative observations into nearly every line",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardboard,Wouldn't Let You Realise,,,,,,,,,,,,,,,,a relatable vibe turned addictive thanks to all those guitars,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardi B,Bodega Baddie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,showcases the essence of true Latin New York flavor,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jersey club drums, merengue licks, and blunt drill-rap phrasing showcase a versatility of taste that honors all the Zip Codes Cardi came up close to",,claude-haiku-4-5-20251001,,claude-sonnet-4-5-20250929,"deliriously fun, sub-two-minute blast of adrenaline"
Cardi B,ErrTime,,,,,,,,,,,,,,,,"The strip club-ready ""ErrTime"" is the single that the Bronx rapper is betting big on",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardi B,Imaginary Playerz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,her cruelest cuts are the most matter-of-fact,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
Cardi B,Magnet,,,,,,,,,,,,,When Cardi allows herself to go entirely off—to just rap her ass off about whatever she damn well pleases—few can match her.,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardi B,Outside,,,,"Sampling the well-known ""Triggerman"" beat, Cardi declared her official return with plenty of her signature attitude",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardi B,Pretty & Petty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"escalating thrill of thinking she wouldn't take it any further, before she does",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiacs,Downup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,Downup tickles my brain in that classic Cardiacs way,,,,,,,,,,,,
Carli & Seinabo Sey,The Runner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""The Runner,"" an endorphin rush whirling around an existential plea",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmel Smickersgill,Build the Habit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"an unnerving, clattery four minutes of music, full of pounding beats, pitch-shifted voices and crispy-fried synth textures",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,
Carrie Rodriguez,Miles Away,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sings of those who owe allegiance to cultures on either side of the border even when they're ""miles away.""",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carter Faith,Betty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a comic twist on Dolly's classic ""Jolene"" — except in this case, the wronged blonde fully appreciates the allure of the gal who got her man",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carter Faith,Misery Loves Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claude-haiku-4-5-20251001,"ambitiously poignant for a major label country debut, telling a story of two people who love each other while battling intense depression",,,,,,,,,,,,
Carter Felker,Losing Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a beautifully produced ballad of the highest order with a melody to die for,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carín León & Kacey Musgraves,Lost In Translation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"blends norteño and rancheras, creating a bilingual duet that intertwines Musgraves' soft country tones with León's Mexican roots",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,
"Cash Cobain, Bay Swag, & Rob49",Trippin on a Yacht (feat. Bay Swag & Rob49),,,,a sexy drill bounce music masterpiece ... the type of song that makes you do unruly things while drinking on a yacht,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cate Le Bon,Is It Worth It (Happy Birthday)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Love me if you must."" ... what a burn",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cate Le Bon & John Cale,Ride,,,,,,,,,,,,,,,,a knack for crafting profoundly moving songs,,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Cee & 21 Savage,GBP (feat. 21 Savage),,,,,,,,,,,,,"a fascinating, diaristic simulation in which the two artists flip roles",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerrone & Christine and the Queens,Catching feelings,,,,"the producer's intricate club shimmer is matched by Redcar's ability to clamp down on a dance melody, and extract as much aching emotion from each turn of phrase",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chappell Roan,The Giver,,,,"a boot-stomping country romp ... Chappell makes it entirely her own, with a queer twist",,claude-haiku-4-5-20251001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,she completely recontextualizes it for a hoe-down throwdown romp into country,,claude-haiku-4-5-20251001,,,,,claude-haiku-4-5-20251001,"a high-kicking, fiddle-embroidered anthem that celebrates female pleasure"
